id_trabajador,depto,TiempoViaje,Distancia,GMU2010,IMU2010,pobtot_10,nDelitos,tDelitos
6849,85,8.99,17.6,NA,NA,NA,0,NA
7556,85,10.952,15.25,NA,NA,NA,0,NA
7710,85,2.37,6.983333333,NA,NA,NA,0,NA
7861,85,7.083,18.73333333,Muy alto,1.433000778,6165,0,0
7312,85,2.37,6.983333333,NA,NA,NA,0,NA
7462,85,5.352,11.18333333,NA,NA,NA,0,NA
7496,85,20.344,32.05,Muy alto,1.090905156,4478,0,0
7080,85,10.763,19.95,NA,NA,NA,0,NA
5671,85,10.952,15.25,NA,NA,NA,0,NA
7626,85,22.13,38.71666667,NA,NA,NA,0,NA
7876,85,18.571,30.33333333,NA,NA,NA,0,NA
7773,86,81.299,80.75,NA,NA,NA,0,NA
7774,86,64.982,63.51666667,Muy alto,1.433000778,6165,0,0
6985,86,64.982,63.51666667,Muy alto,1.433000778,6165,0,0
7811,86,61.195,52.53333333,Medio,-0.316170388,2655,0,0
7835,86,49.416,46.65,Alto,0.171905996,3993,0,0
7831,86,54.569,63.93333333,NA,NA,NA,0,NA
7706,86,61.951,59.78333333,Muy bajo,-0.964514662,3526,0,0
7809,86,65.339,61.25,NA,NA,NA,0,NA
7828,86,80.78,79.96666667,NA,NA,NA,0,NA
7971,87,11.92,28.66666667,Muy alto,1.670195599,3093,0,0
7395,87,3.745,6.966666667,NA,NA,NA,0,NA
7773,87,16.869,26.35,NA,NA,NA,0,NA
6203,87,4.856,7.066666667,NA,NA,NA,0,NA
6918,87,15.432,28.33333333,NA,NA,NA,0,NA
7956,87,16.869,26.35,NA,NA,NA,0,NA
7929,87,3.838,8.583333333,NA,NA,NA,0,NA
8158,87,4.745,11.51666667,NA,NA,NA,0,NA
7800,87,7.071,15.33333333,Muy alto,1.433000778,6165,0,0
7737,87,4.94,6.433333333,NA,NA,NA,0,NA
7869,87,4.745,11.51666667,NA,NA,NA,0,NA
7080,87,4.745,11.51666667,NA,NA,NA,0,NA
7867,87,16.119,29.9,NA,NA,NA,0,NA
5677,87,4.94,6.433333333,NA,NA,NA,0,NA
7917,87,4.856,7.066666667,NA,NA,NA,0,NA
7755,87,16.869,26.35,NA,NA,NA,0,NA
7868,87,16.869,26.35,NA,NA,NA,0,NA
6765,87,108.262,123.05,Medio,-0.187568093,2798,0,0
7884,87,16.47,29.71666667,NA,NA,NA,0,NA
7774,87,7.071,15.33333333,Muy alto,1.433000778,6165,0,0
7938,87,8.758,17.6,NA,NA,NA,0,NA
7840,87,4.94,6.433333333,NA,NA,NA,0,NA
7828,87,16.869,26.35,NA,NA,NA,0,NA
5679,87,16.869,26.35,NA,NA,NA,0,NA
8143,87,4.856,7.066666667,NA,NA,NA,0,NA
6205,87,4.94,6.433333333,NA,NA,NA,0,NA
7937,87,2.308,4.616666667,NA,NA,NA,0,NA
7961,87,8.256,18.71666667,Muy bajo,-1.17017348,4283,0,0
7883,87,5.102,8.5,Muy bajo,-1.306287636,3601,0,0
7756,87,16.869,26.35,NA,NA,NA,0,NA
7312,87,4.856,7.066666667,NA,NA,NA,0,NA
7942,88,4.387,10.5,Medio,-0.090908055,5152,0,0
8052,88,6.627,12.15,Muy bajo,-1.084991261,2752,0,0
1424,88,6.741,13.81666667,Bajo,-0.641649392,2669,28,10.49082053
7935,88,5.28,10.53333333,Muy bajo,-1.323344062,1953,11,5.632360471
7939,88,7.876,20.16666667,Alto,0.1297813,10930,0,0
8051,88,8.545,19.85,Alto,0.325499051,3641,0,0
8005,88,6.656,15.6,Medio,-0.580426386,2542,0,0
7982,88,8.69,20.16666667,Alto,0.551433575,4990,0,0
8006,88,7.907,18.28333333,Alto,0.603855143,6209,0,0
8104,88,8.223,23.43333333,NA,NA,NA,0,NA
7551,88,10.344,22.18333333,Muy alto,1.352574696,2430,0,0
7928,88,10.697,24.38333333,Alto,0.927049705,4349,0,0
7977,88,5.75,11.9,Medio,-0.013612504,6094,0,0
7950,88,6.666,12.25,Medio,-0.096554684,7423,0,0
7981,88,7.907,18.28333333,Alto,0.603855143,6209,0,0
