,codigo_x,prediction,actual,veredict,recall,
6105,3525,sigue,sigue,TP,-,
6106,8036,fue,sigue,FP,-,
6107,6885,sigue,sigue,TP,-,
6108,7907,sigue,sigue,TP,-,
6109,4775,sigue,sigue,TP,-,
6110,8069,fue,sigue,FP,-,
6111,4832,sigue,sigue,TP,-,
6112,3321,sigue,sigue,TP,-,
6113,624,sigue,sigue,TP,-,
6114,6877,sigue,fue,FP,FN,
6115,4385,sigue,sigue,TP,-,
6116,8030,sigue,fue,FP,FN,
6117,366,sigue,sigue,TP,-,
6118,8072,fue,fue,TP,-,
6119,6206,sigue,sigue,TP,-,
6120,8034,fue,fue,TP,-,
6121,7618,sigue,sigue,TP,-,
6122,8071,fue,sigue,FP,-,
6123,6600,fue,sigue,FP,-,
6124,7685,sigue,sigue,TP,-,
6125,5933,sigue,sigue,TP,-,
6126,7170,sigue,sigue,TP,-,
6127,5201,sigue,sigue,TP,-,
6128,3890,sigue,sigue,TP,-,
6129,7834,sigue,sigue,TP,-,
6130,8083,sigue,sigue,TP,-,
6131,8094,fue,fue,TP,-,
6132,1123,sigue,sigue,TP,-,
6133,8049,fue,sigue,FP,-,
6134,7959,fue,fue,TP,-,
6135,8088,fue,sigue,FP,-,
6136,8085,fue,fue,TP,-,
6137,8066,fue,sigue,FP,-,
6138,7977,fue,sigue,FP,-,
6139,8027,fue,fue,TP,-,
6140,7986,sigue,fue,FP,FN,
6141,8074,fue,fue,TP,-,
6142,7259,sigue,sigue,TP,-,
6143,8073,fue,fue,TP,-,
6144,7312,sigue,fue,FP,FN,
6145,7338,sigue,sigue,TP,-,
6146,5677,sigue,sigue,TP,-,
6147,8078,fue,sigue,FP,-,
6148,8023,fue,sigue,FP,-,
6149,8042,fue,sigue,FP,-,
6150,7943,fue,sigue,FP,-,
6151,849,sigue,sigue,TP,-,
6152,7536,sigue,sigue,TP,-,
6153,8065,fue,fue,TP,-,
6154,5181,sigue,sigue,TP,-,
6155,5429,sigue,sigue,TP,-,
6156,7655,sigue,fue,FP,FN,
6157,5558,sigue,sigue,TP,-,
6158,7663,sigue,sigue,TP,-,
6159,8093,fue,fue,TP,-,
6160,7773,fue,sigue,FP,-,
6161,8075,fue,fue,TP,-,
6162,1424,sigue,sigue,TP,-,
6163,5280,sigue,sigue,TP,-,
6164,8020,fue,sigue,FP,-,
6165,8061,fue,fue,TP,-,
6166,7994,fue,sigue,FP,-,
6167,6461,sigue,sigue,TP,-,
6168,6765,sigue,sigue,TP,-,
6169,8017,fue,fue,TP,-,
6170,7909,fue,sigue,FP,-,
6171,5000,sigue,sigue,TP,-,
6172,5644,fue,sigue,FP,-,
6173,6638,sigue,sigue,TP,-,
6174,7800,fue,sigue,FP,-,
6175,6690,sigue,sigue,TP,-,
6176,7168,sigue,sigue,TP,-,
6177,8090,fue,fue,TP,-,
6178,8081,sigue,sigue,TP,-,
6179,7991,fue,sigue,FP,-,
6180,8063,sigue,sigue,TP,-,
6181,4314,sigue,sigue,TP,-,
6182,8087,fue,fue,TP,-,
6183,7848,sigue,sigue,TP,-,
6184,7632,sigue,sigue,TP,-,
6185,7873,fue,sigue,FP,-,
6186,8068,sigue,sigue,TP,-,
6187,8086,fue,sigue,FP,-,
6188,7061,fue,fue,TP,-,
6189,7847,fue,fue,TP,-,
6190,8082,fue,fue,TP,-,
6191,7633,sigue,sigue,TP,-,
6192,7984,fue,sigue,FP,-,
6193,7914,sigue,sigue,TP,-,
6194,2897,sigue,sigue,TP,-,
6195,5630,fue,sigue,FP,-,
6196,8007,fue,sigue,FP,-,
6197,8048,fue,sigue,FP,-,
6198,8052,fue,sigue,FP,-,
6199,7614,sigue,sigue,TP,-,
6200,3318,sigue,sigue,TP,-,
6201,7804,sigue,sigue,TP,-,
6202,6083,sigue,sigue,TP,-,
6203,6766,sigue,sigue,TP,-,
6204,7982,fue,fue,TP,-,
6205,8084,fue,sigue,FP,-,
6206,4137,sigue,sigue,TP,-,
6207,8009,fue,sigue,FP,-,
6208,7542,sigue,sigue,TP,-,
6209,8033,sigue,fue,FP,FN,
6210,3780,sigue,sigue,TP,-,
6211,8080,fue,fue,TP,-,
6212,6205,sigue,sigue,TP,-,
6213,5027,sigue,sigue,TP,-,
6214,7993,fue,fue,TP,-,
6215,7818,sigue,sigue,TP,-,
6216,7221,fue,sigue,FP,-,
6217,7815,fue,sigue,FP,-,
6218,6839,sigue,sigue,TP,-,
6219,5646,sigue,sigue,TP,-,
6220,8011,fue,sigue,FP,-,
6221,7708,sigue,sigue,TP,-,
6222,7869,fue,sigue,FP,-,
6223,7973,sigue,sigue,TP,-,
6224,8043,fue,fue,TP,-,
6225,8012,fue,sigue,FP,-,
6226,5679,sigue,fue,FP,FN,
6227,7530,sigue,sigue,TP,-,
6228,8077,fue,sigue,FP,-,
6229,8076,fue,sigue,FP,-,
6230,6028,sigue,sigue,TP,-,
6231,6565,sigue,sigue,TP,-,
6232,3676,sigue,sigue,TP,-,
6233,3221,sigue,sigue,TP,-,
6234,7779,sigue,sigue,TP,-,
6235,7942,fue,sigue,FP,-,
6236,8035,fue,fue,TP,-,
6237,7845,sigue,sigue,TP,-,
6238,7920,fue,fue,TP,-,
6239,7996,sigue,sigue,TP,-,
6240,2522,sigue,sigue,TP,-,
6241,7080,sigue,sigue,TP,-,
6242,5965,sigue,sigue,TP,-,
6243,5447,sigue,sigue,TP,-,
6244,7932,fue,fue,TP,-,
6245,6685,sigue,sigue,TP,-,
6246,8056,sigue,sigue,TP,-,
6247,5549,sigue,sigue,TP,-,
6248,854,sigue,sigue,TP,-,
6249,7295,sigue,sigue,TP,-,
6250,8059,fue,fue,TP,-,
6251,4807,sigue,sigue,TP,-,
6252,8018,fue,fue,TP,-,
6253,3169,sigue,sigue,TP,-,
6254,4514,sigue,sigue,TP,-,
6255,7814,sigue,sigue,TP,-,
6256,7754,fue,sigue,FP,-,
6257,7717,sigue,fue,FP,FN,
6258,6014,sigue,sigue,TP,-,
6259,7775,sigue,fue,FP,FN,
6260,8089,fue,fue,TP,-,
6261,3827,sigue,sigue,TP,-,
6262,8054,fue,sigue,FP,-,
6263,5412,sigue,sigue,TP,-,
6264,7995,fue,fue,TP,-,
6265,7395,sigue,sigue,TP,-,
6266,214,sigue,sigue,TP,-,
6267,7849,fue,sigue,FP,-,
6268,5232,sigue,sigue,TP,-,
6269,8019,fue,sigue,FP,-,
6270,4958,sigue,sigue,TP,-,
6271,3979,sigue,sigue,TP,-,
6272,442,sigue,sigue,TP,-,
6273,7330,sigue,sigue,TP,-,
6274,8079,fue,fue,TP,-,
6275,7846,sigue,sigue,TP,-,
6276,8091,fue,sigue,FP,-,
6277,7823,fue,fue,TP,-,
6278,7298,sigue,sigue,TP,-,
6279,7963,fue,sigue,FP,-,
6280,5396,sigue,sigue,TP,-,
6281,7989,fue,sigue,FP,-,
6282,7588,fue,fue,TP,-,
6283,6203,sigue,sigue,TP,-,
6284,8060,fue,fue,TP,-,
6285,7226,sigue,sigue,TP,-,
6286,7885,fue,sigue,FP,-,
6287,3326,sigue,sigue,TP,-,
6288,449,sigue,sigue,TP,-,
6289,6934,sigue,sigue,TP,-,
6290,7137,sigue,sigue,TP,-,
6291,6682,sigue,sigue,TP,-,
6292,1269,sigue,sigue,TP,-,
6293,7890,sigue,sigue,TP,-,
6294,8031,fue,sigue,FP,-,
6295,1419,sigue,sigue,TP,-,
6296,8067,fue,sigue,FP,-,
6297,8039,fue,fue,TP,-,
6298,8092,fue,fue,TP,-,
6299,3525,sigue,sigue,TP,-,
6300,8036,fue,sigue,FP,-,
6301,6885,sigue,sigue,TP,-,
6302,7907,fue,sigue,FP,-,
6303,4775,sigue,sigue,TP,-,
6304,8069,fue,sigue,FP,-,
6305,4832,sigue,sigue,TP,-,
6306,3321,sigue,sigue,TP,-,
6307,624,sigue,sigue,TP,-,
6308,6877,sigue,fue,FP,FN,
6309,4385,sigue,sigue,TP,-,
6310,8030,fue,fue,TP,-,
6311,366,sigue,sigue,TP,-,
6312,8072,fue,fue,TP,-,
6313,6206,sigue,sigue,TP,-,
6314,8034,fue,fue,TP,-,
6315,7618,sigue,sigue,TP,-,
6316,8071,fue,sigue,FP,-,
6317,6600,fue,sigue,FP,-,
6318,7685,sigue,sigue,TP,-,
6319,5933,sigue,sigue,TP,-,
6320,7170,sigue,sigue,TP,-,
6321,5201,sigue,sigue,TP,-,
6322,3890,sigue,sigue,TP,-,
6323,7834,sigue,sigue,TP,-,
6324,8083,fue,sigue,FP,-,
6325,8094,sigue,fue,FP,FN,
6326,1123,sigue,sigue,TP,-,
6327,8049,fue,sigue,FP,-,
6328,8088,fue,sigue,FP,-,
6329,8085,fue,fue,TP,-,
6330,8066,fue,sigue,FP,-,
6331,7977,fue,sigue,FP,-,
6332,8027,fue,fue,TP,-,
6333,8074,fue,fue,TP,-,
6334,7259,sigue,sigue,TP,-,
6335,8073,fue,fue,TP,-,
6336,7312,fue,fue,TP,-,
6337,7338,sigue,sigue,TP,-,
6338,5677,sigue,sigue,TP,-,
6339,8078,fue,sigue,FP,-,
6340,8023,fue,sigue,FP,-,
6341,8042,fue,sigue,FP,-,
6342,8096,fue,fue,TP,-,
6343,7943,fue,sigue,FP,-,
6344,849,sigue,sigue,TP,-,
6345,7536,sigue,sigue,TP,-,
6346,8097,fue,fue,TP,-,
6347,5181,sigue,sigue,TP,-,
6348,5429,sigue,sigue,TP,-,
6349,7655,sigue,fue,FP,FN,
6350,5558,sigue,sigue,TP,-,
6351,7663,sigue,sigue,TP,-,
6352,8093,fue,fue,TP,-,
6353,7773,fue,sigue,FP,-,
6354,8075,fue,fue,TP,-,
6355,1424,sigue,sigue,TP,-,
6356,5280,sigue,sigue,TP,-,
6357,8020,fue,sigue,FP,-,
6358,8061,fue,fue,TP,-,
6359,7994,fue,sigue,FP,-,
6360,6461,sigue,sigue,TP,-,
6361,6765,sigue,sigue,TP,-,
6362,8017,fue,fue,TP,-,
6363,7909,fue,sigue,FP,-,
6364,5000,sigue,sigue,TP,-,
6365,5644,sigue,sigue,TP,-,
6366,6638,sigue,sigue,TP,-,
6367,7800,fue,sigue,FP,-,
6368,6690,sigue,sigue,TP,-,
6369,7168,sigue,sigue,TP,-,
6370,8090,fue,fue,TP,-,
6371,8081,sigue,sigue,TP,-,
6372,7991,fue,sigue,FP,-,
6373,8063,sigue,sigue,TP,-,
6374,4314,sigue,sigue,TP,-,
6375,7848,fue,sigue,FP,-,
6376,7632,sigue,sigue,TP,-,
6377,7873,fue,sigue,FP,-,
6378,8068,sigue,sigue,TP,-,
6379,8098,fue,fue,TP,-,
6380,8086,fue,sigue,FP,-,
6381,7061,sigue,fue,FP,FN,
6382,7847,fue,fue,TP,-,
6383,8082,sigue,fue,FP,FN,
6384,7633,sigue,sigue,TP,-,
6385,8095,fue,fue,TP,-,
6386,7984,fue,sigue,FP,-,
6387,7914,sigue,sigue,TP,-,
6388,2897,sigue,sigue,TP,-,
6389,5630,fue,sigue,FP,-,
6390,8007,fue,sigue,FP,-,
6391,8048,fue,sigue,FP,-,
6392,8052,fue,sigue,FP,-,
6393,7614,sigue,sigue,TP,-,
6394,3318,sigue,sigue,TP,-,
6395,7804,sigue,sigue,TP,-,
6396,6083,sigue,sigue,TP,-,
6397,6766,sigue,sigue,TP,-,
6398,7982,fue,fue,TP,-,
6399,8084,fue,sigue,FP,-,
6400,4137,sigue,sigue,TP,-,
6401,8009,fue,sigue,FP,-,
6402,7542,sigue,sigue,TP,-,
6403,8033,fue,fue,TP,-,
6404,3780,sigue,sigue,TP,-,
6405,8080,fue,fue,TP,-,
6406,6205,sigue,sigue,TP,-,
6407,5027,sigue,sigue,TP,-,
6408,7993,fue,fue,TP,-,
6409,7818,sigue,sigue,TP,-,
6410,7221,fue,sigue,FP,-,
6411,7815,fue,sigue,FP,-,
6412,6839,sigue,sigue,TP,-,
6413,5646,sigue,sigue,TP,-,
6414,8011,fue,sigue,FP,-,
6415,7708,fue,sigue,FP,-,
6416,7869,fue,sigue,FP,-,
6417,7973,fue,sigue,FP,-,
6418,8043,fue,fue,TP,-,
6419,8012,fue,sigue,FP,-,
6420,5679,sigue,fue,FP,FN,
6421,7530,sigue,sigue,TP,-,
6422,8077,fue,sigue,FP,-,
6423,8076,fue,sigue,FP,-,
6424,6028,sigue,sigue,TP,-,
6425,6565,sigue,sigue,TP,-,
6426,3676,sigue,sigue,TP,-,
6427,3221,sigue,sigue,TP,-,
6428,7779,fue,sigue,FP,-,
6429,7942,fue,sigue,FP,-,
6430,8035,fue,fue,TP,-,
6431,7845,sigue,sigue,TP,-,
6432,7996,sigue,sigue,TP,-,
6433,2522,sigue,sigue,TP,-,
6434,7080,sigue,sigue,TP,-,
6435,5965,sigue,sigue,TP,-,
6436,5447,sigue,sigue,TP,-,
6437,7932,fue,fue,TP,-,
6438,6685,fue,sigue,FP,-,
6439,8056,sigue,sigue,TP,-,
6440,5549,sigue,sigue,TP,-,
6441,854,sigue,sigue,TP,-,
6442,7295,sigue,sigue,TP,-,
6443,8059,fue,fue,TP,-,
6444,4807,sigue,sigue,TP,-,
6445,8018,fue,fue,TP,-,
6446,3169,sigue,sigue,TP,-,
6447,4514,sigue,sigue,TP,-,
6448,7814,sigue,sigue,TP,-,
6449,7754,sigue,sigue,TP,-,
6450,6014,sigue,sigue,TP,-,
6451,7775,sigue,fue,FP,FN,
6452,3827,sigue,sigue,TP,-,
6453,8054,fue,sigue,FP,-,
6454,5412,sigue,sigue,TP,-,
6455,7995,fue,fue,TP,-,
6456,7395,fue,sigue,FP,-,
6457,214,sigue,sigue,TP,-,
6458,7849,fue,sigue,FP,-,
6459,5232,sigue,sigue,TP,-,
6460,8019,fue,sigue,FP,-,
6461,4958,sigue,sigue,TP,-,
6462,3979,sigue,sigue,TP,-,
6463,442,sigue,sigue,TP,-,
6464,5282,fue,fue,TP,-,
6465,7330,sigue,sigue,TP,-,
6466,7846,sigue,sigue,TP,-,
6467,8091,fue,sigue,FP,-,
6468,7823,fue,fue,TP,-,
6469,7298,sigue,sigue,TP,-,
6470,7963,fue,sigue,FP,-,
6471,5396,sigue,sigue,TP,-,
6472,7989,fue,sigue,FP,-,
6473,7588,fue,fue,TP,-,
6474,6203,sigue,sigue,TP,-,
6475,8060,fue,fue,TP,-,
6476,7226,sigue,sigue,TP,-,
6477,7885,fue,sigue,FP,-,
6478,3326,sigue,sigue,TP,-,
6479,449,sigue,sigue,TP,-,
6480,6934,sigue,sigue,TP,-,
6481,7137,sigue,sigue,TP,-,
6482,6682,sigue,sigue,TP,-,
6483,1269,sigue,sigue,TP,-,
6484,7890,sigue,sigue,TP,-,
6485,8031,fue,sigue,FP,-,
6486,1419,sigue,sigue,TP,-,
6487,8067,fue,sigue,FP,-,
6488,3525,sigue,sigue,TP,-,
6489,8036,fue,sigue,FP,-,
6490,6885,sigue,sigue,TP,-,
6491,7907,fue,sigue,FP,-,
6492,4775,sigue,sigue,TP,-,
6493,8069,fue,sigue,FP,-,
6494,4832,sigue,sigue,TP,-,
6495,3321,sigue,sigue,TP,-,
6496,624,sigue,sigue,TP,-,
6497,6877,sigue,fue,FP,FN,
6498,4385,sigue,sigue,TP,-,
6499,8099,fue,fue,TP,-,
6500,8030,fue,fue,TP,-,
6501,8072,fue,fue,TP,-,
6502,6206,sigue,sigue,TP,-,
6503,8034,fue,fue,TP,-,
6504,7618,fue,sigue,FP,-,
6505,8071,fue,sigue,FP,-,
6506,6600,fue,sigue,FP,-,
6507,7685,sigue,sigue,TP,-,
6508,5933,sigue,sigue,TP,-,
6509,7170,sigue,sigue,TP,-,
6510,5201,sigue,sigue,TP,-,
6511,3890,sigue,sigue,TP,-,
6512,7834,sigue,sigue,TP,-,
6513,8083,sigue,sigue,TP,-,
6514,1123,sigue,sigue,TP,-,
6515,8049,fue,sigue,FP,-,
6516,8100,fue,sigue,FP,-,
6517,8085,fue,fue,TP,-,
6518,8066,fue,sigue,FP,-,
6519,7977,fue,sigue,FP,-,
6520,8027,fue,fue,TP,-,
6521,8088,fue,sigue,FP,-,
6522,7259,sigue,sigue,TP,-,
6523,8073,fue,fue,TP,-,
6524,7312,sigue,fue,FP,FN,
6525,7338,sigue,sigue,TP,-,
6526,5677,sigue,sigue,TP,-,
6527,8078,fue,sigue,FP,-,
6528,8023,fue,sigue,FP,-,
6529,8042,fue,sigue,FP,-,
6530,7943,sigue,sigue,TP,-,
6531,849,sigue,sigue,TP,-,
6532,7536,fue,sigue,FP,-,
6533,8097,fue,fue,TP,-,
6534,5181,sigue,sigue,TP,-,
6535,5429,sigue,sigue,TP,-,
6536,7655,sigue,fue,FP,FN,
6537,5558,sigue,sigue,TP,-,
6538,7663,sigue,sigue,TP,-,
6539,8093,fue,fue,TP,-,
6540,7773,fue,sigue,FP,-,
6541,1424,sigue,sigue,TP,-,
6542,5280,sigue,sigue,TP,-,
6543,8020,fue,sigue,FP,-,
6544,8061,fue,fue,TP,-,
6545,8102,fue,fue,TP,-,
6546,7994,sigue,sigue,TP,-,
6547,6461,sigue,sigue,TP,-,
6548,6765,sigue,sigue,TP,-,
6549,8017,sigue,fue,FP,FN,
6550,7909,fue,sigue,FP,-,
6551,5000,sigue,sigue,TP,-,
6552,5644,sigue,sigue,TP,-,
6553,6638,sigue,sigue,TP,-,
6554,7800,fue,sigue,FP,-,
6555,6690,sigue,sigue,TP,-,
6556,7168,sigue,sigue,TP,-,
6557,8081,sigue,sigue,TP,-,
6558,7991,sigue,sigue,TP,-,
6559,8063,sigue,sigue,TP,-,
6560,4314,sigue,sigue,TP,-,
6561,7848,fue,sigue,FP,-,
6562,7632,sigue,sigue,TP,-,
6563,7873,fue,sigue,FP,-,
6564,8068,sigue,sigue,TP,-,
6565,8098,fue,fue,TP,-,
6566,8086,fue,sigue,FP,-,
6567,8106,fue,sigue,FP,-,
6568,7847,fue,fue,TP,-,
6569,8082,fue,fue,TP,-,
6570,7633,sigue,sigue,TP,-,
6571,8095,fue,fue,TP,-,
6572,7984,fue,sigue,FP,-,
6573,7914,sigue,sigue,TP,-,
6574,2897,fue,sigue,FP,-,
6575,5630,fue,sigue,FP,-,
6576,8007,fue,sigue,FP,-,
6577,8048,fue,sigue,FP,-,
6578,8052,fue,sigue,FP,-,
6579,8105,fue,sigue,FP,-,
6580,7614,sigue,sigue,TP,-,
6581,3318,sigue,sigue,TP,-,
6582,7804,sigue,sigue,TP,-,
6583,6083,sigue,sigue,TP,-,
6584,6766,sigue,sigue,TP,-,
6585,8084,fue,sigue,FP,-,
6586,4137,sigue,sigue,TP,-,
6587,8009,fue,sigue,FP,-,
6588,7542,sigue,sigue,TP,-,
6589,3780,sigue,sigue,TP,-,
6590,8080,fue,fue,TP,-,
6591,6205,sigue,sigue,TP,-,
6592,5027,sigue,sigue,TP,-,
6593,7993,fue,fue,TP,-,
6594,7818,sigue,sigue,TP,-,
6595,7221,sigue,sigue,TP,-,
6596,7815,fue,sigue,FP,-,
6597,6839,sigue,sigue,TP,-,
6598,5646,sigue,sigue,TP,-,
6599,8011,fue,sigue,FP,-,
6600,7708,sigue,sigue,TP,-,
6601,7869,fue,sigue,FP,-,
6602,7973,sigue,sigue,TP,-,
6603,8043,fue,fue,TP,-,
6604,8012,fue,sigue,FP,-,
6605,5679,sigue,fue,FP,FN,
6606,7530,sigue,sigue,TP,-,
6607,8077,fue,sigue,FP,-,
6608,8076,fue,sigue,FP,-,
6609,6028,sigue,sigue,TP,-,
6610,6565,sigue,sigue,TP,-,
6611,3676,sigue,sigue,TP,-,
6612,3221,sigue,sigue,TP,-,
6613,7779,fue,sigue,FP,-,
6614,7942,fue,sigue,FP,-,
6615,8035,fue,fue,TP,-,
6616,7845,sigue,sigue,TP,-,
6617,8104,fue,fue,TP,-,
6618,7996,sigue,sigue,TP,-,
6619,2522,sigue,sigue,TP,-,
6620,7080,sigue,sigue,TP,-,
6621,5965,sigue,sigue,TP,-,
6622,5447,sigue,sigue,TP,-,
6623,6685,sigue,sigue,TP,-,
6624,8056,sigue,sigue,TP,-,
6625,5549,sigue,sigue,TP,-,
6626,854,sigue,sigue,TP,-,
6627,7295,sigue,sigue,TP,-,
6628,8059,fue,fue,TP,-,
6629,4807,sigue,sigue,TP,-,
6630,8018,fue,fue,TP,-,
6631,3169,sigue,sigue,TP,-,
6632,4514,sigue,sigue,TP,-,
6633,7814,sigue,sigue,TP,-,
6634,7754,sigue,sigue,TP,-,
6635,6014,sigue,sigue,TP,-,
6636,7775,fue,fue,TP,-,
6637,3827,sigue,sigue,TP,-,
6638,8103,fue,sigue,FP,-,
6639,8054,fue,sigue,FP,-,
6640,5412,sigue,sigue,TP,-,
6641,7995,fue,fue,TP,-,
6642,7395,fue,sigue,FP,-,
6643,214,sigue,sigue,TP,-,
6644,7849,sigue,sigue,TP,-,
6645,5232,sigue,sigue,TP,-,
6646,8019,fue,sigue,FP,-,
6647,4958,sigue,sigue,TP,-,
6648,3979,sigue,sigue,TP,-,
6649,442,sigue,sigue,TP,-,
6650,7330,sigue,sigue,TP,-,
6651,8101,fue,sigue,FP,-,
6652,7846,sigue,sigue,TP,-,
6653,8091,fue,sigue,FP,-,
6654,7823,fue,fue,TP,-,
6655,7298,sigue,sigue,TP,-,
6656,7963,sigue,sigue,TP,-,
6657,5396,sigue,sigue,TP,-,
6658,7989,sigue,sigue,TP,-,
6659,7588,sigue,fue,FP,FN,
6660,6203,sigue,sigue,TP,-,
6661,8060,fue,fue,TP,-,
6662,7226,sigue,sigue,TP,-,
6663,7885,fue,sigue,FP,-,
6664,3326,sigue,sigue,TP,-,
6665,449,fue,sigue,FP,-,
6666,6934,sigue,sigue,TP,-,
6667,7137,sigue,sigue,TP,-,
6668,6682,sigue,sigue,TP,-,
6669,1269,sigue,sigue,TP,-,
6670,7890,sigue,sigue,TP,-,
6671,8031,fue,sigue,FP,-,
6672,1419,sigue,sigue,TP,-,
6673,8067,fue,sigue,FP,-,
6674,3525,sigue,sigue,TP,-,
6675,8036,fue,sigue,FP,-,
6676,6885,sigue,sigue,TP,-,
6677,7907,sigue,sigue,TP,-,
6678,4775,sigue,sigue,TP,-,
6679,8069,fue,sigue,FP,-,
6680,4832,sigue,sigue,TP,-,
6681,3321,sigue,sigue,TP,-,
6682,624,sigue,sigue,TP,-,
6683,6877,sigue,fue,FP,FN,
6684,4385,sigue,sigue,TP,-,
6685,8099,fue,fue,TP,-,
6686,8030,sigue,fue,FP,FN,
6687,366,sigue,sigue,TP,-,
6688,8072,fue,fue,TP,-,
6689,6206,sigue,sigue,TP,-,
6690,8034,fue,fue,TP,-,
6691,7618,sigue,sigue,TP,-,
6692,8071,fue,sigue,FP,-,
6693,6600,fue,sigue,FP,-,
6694,7685,fue,sigue,FP,-,
6695,5933,sigue,sigue,TP,-,
6696,7170,fue,sigue,FP,-,
6697,5201,sigue,sigue,TP,-,
6698,3890,sigue,sigue,TP,-,
6699,7834,sigue,sigue,TP,-,
6700,8083,sigue,sigue,TP,-,
6701,1123,sigue,sigue,TP,-,
6702,8049,fue,sigue,FP,-,
6703,8100,fue,sigue,FP,-,
6704,8085,fue,fue,TP,-,
6705,8066,fue,sigue,FP,-,
6706,7977,fue,sigue,FP,-,
6707,8027,fue,fue,TP,-,
6708,8088,fue,sigue,FP,-,
6709,8112,fue,sigue,FP,-,
6710,7259,sigue,sigue,TP,-,
6711,8073,fue,fue,TP,-,
6712,7312,fue,fue,TP,-,
6713,7338,sigue,sigue,TP,-,
6714,5677,sigue,sigue,TP,-,
6715,8078,fue,sigue,FP,-,
6716,8023,fue,sigue,FP,-,
6717,8042,fue,sigue,FP,-,
6718,7943,fue,sigue,FP,-,
6719,849,sigue,sigue,TP,-,
6720,8114,fue,fue,TP,-,
6721,7536,sigue,sigue,TP,-,
6722,5181,sigue,sigue,TP,-,
6723,5429,sigue,sigue,TP,-,
6724,7655,sigue,fue,FP,FN,
6725,5558,sigue,sigue,TP,-,
6726,7663,sigue,sigue,TP,-,
6727,8093,fue,fue,TP,-,
6728,7773,fue,sigue,FP,-,
6729,1424,sigue,sigue,TP,-,
6730,5280,sigue,sigue,TP,-,
6731,8020,fue,sigue,FP,-,
6732,8061,fue,fue,TP,-,
6733,7994,fue,sigue,FP,-,
6734,6461,sigue,sigue,TP,-,
6735,6765,sigue,sigue,TP,-,
6736,8017,fue,fue,TP,-,
6737,7909,fue,sigue,FP,-,
6738,5000,sigue,sigue,TP,-,
6739,8113,fue,sigue,FP,-,
6740,5644,sigue,sigue,TP,-,
6741,6638,fue,sigue,FP,-,
6742,7800,fue,sigue,FP,-,
6743,8111,fue,sigue,FP,-,
6744,6690,sigue,sigue,TP,-,
6745,7168,sigue,sigue,TP,-,
6746,8081,sigue,sigue,TP,-,
6747,7991,fue,sigue,FP,-,
6748,8063,sigue,sigue,TP,-,
6749,8115,fue,fue,TP,-,
6750,4314,sigue,sigue,TP,-,
6751,7848,sigue,sigue,TP,-,
6752,7632,sigue,sigue,TP,-,
6753,7873,fue,sigue,FP,-,
6754,8068,sigue,sigue,TP,-,
6755,8086,fue,sigue,FP,-,
6756,8106,fue,sigue,FP,-,
6757,7847,sigue,fue,FP,FN,
6758,8082,fue,fue,TP,-,
6759,7633,sigue,sigue,TP,-,
6760,8095,fue,fue,TP,-,
6761,7984,fue,sigue,FP,-,
6762,7914,sigue,sigue,TP,-,
6763,2897,sigue,sigue,TP,-,
6764,5630,fue,sigue,FP,-,
6765,8007,fue,sigue,FP,-,
6766,8048,fue,sigue,FP,-,
6767,8052,fue,sigue,FP,-,
6768,8105,fue,sigue,FP,-,
6769,7614,sigue,sigue,TP,-,
6770,3318,sigue,sigue,TP,-,
6771,7804,sigue,sigue,TP,-,
6772,6083,sigue,sigue,TP,-,
6773,6766,sigue,sigue,TP,-,
6774,8084,fue,sigue,FP,-,
6775,4137,sigue,sigue,TP,-,
6776,8009,fue,sigue,FP,-,
6777,7542,fue,sigue,FP,-,
6778,3780,sigue,sigue,TP,-,
6779,8080,fue,fue,TP,-,
6780,6205,sigue,sigue,TP,-,
6781,5027,sigue,sigue,TP,-,
6782,7818,fue,sigue,FP,-,
6783,7221,sigue,sigue,TP,-,
6784,7815,fue,sigue,FP,-,
6785,6839,sigue,sigue,TP,-,
6786,5646,sigue,sigue,TP,-,
6787,8011,fue,sigue,FP,-,
6788,7708,sigue,sigue,TP,-,
6789,8109,fue,fue,TP,-,
6790,7869,fue,sigue,FP,-,
6791,7973,sigue,sigue,TP,-,
6792,8043,fue,fue,TP,-,
6793,8012,fue,sigue,FP,-,
6794,5679,sigue,fue,FP,FN,
6795,7530,fue,sigue,FP,-,
6796,8077,fue,sigue,FP,-,
6797,8076,fue,sigue,FP,-,
6798,6028,sigue,sigue,TP,-,
6799,6565,sigue,sigue,TP,-,
6800,3676,sigue,sigue,TP,-,
6801,3221,sigue,sigue,TP,-,
6802,7779,fue,sigue,FP,-,
6803,7942,fue,sigue,FP,-,
6804,7845,fue,sigue,FP,-,
6805,4773,fue,fue,TP,-,
6806,7996,sigue,sigue,TP,-,
6807,2522,sigue,sigue,TP,-,
6808,7080,sigue,sigue,TP,-,
6809,5965,sigue,sigue,TP,-,
6810,5447,sigue,sigue,TP,-,
6811,6685,sigue,sigue,TP,-,
6812,8056,sigue,sigue,TP,-,
6813,5549,sigue,sigue,TP,-,
6814,854,sigue,sigue,TP,-,
6815,7295,sigue,sigue,TP,-,
6816,4807,sigue,sigue,TP,-,
6817,8018,fue,fue,TP,-,
6818,3169,sigue,sigue,TP,-,
6819,4514,sigue,sigue,TP,-,
6820,7814,sigue,sigue,TP,-,
6821,7754,sigue,sigue,TP,-,
6822,6014,sigue,sigue,TP,-,
6823,7775,sigue,fue,FP,FN,
6824,8110,fue,fue,TP,-,
6825,3827,sigue,sigue,TP,-,
